bioguideID,startingNW,currentNW,DisclosureChange,DisclosurePctChange,DailyChange,DailyPctChange,imageURL,directOrderName,state,party,activeSenate,activeHouse,birthYear,uploaded
V000134,145500,145833.87475185,333.874751849857,0.229467183401963,-52.3371232631325,-0.0359,https://www.congress.gov/img/member/677461060b34857ecc9091af_200.jpg,Beth Van Duyne,Texas,Republican,0,1,1970,2025-09-18 15:05:36.289083
V000135,99000,99000,0,0,0,0,https://www.congress.gov/img/member/v000135_200.jpg,Derrick Van Orden,Wisconsin,Republican,0,1,1969,2025-09-18 15:05:36.289083
V000136,24000,24000,0,0,0,0,https://www.congress.gov/img/member/v000136_200.jpg,Gabe Vasquez,New Mexico,Democratic,0,1,1984,2025-09-18 15:05:36.289083
V000137,7936000,9988626.14509049,2052626.14509049,25.8647447718056,34400.023905674,0.3456,https://www.congress.gov/img/member/v000137_200.jpg,J. D. Vance,Ohio,Republican,0,0,1984,2025-09-18 15:05:36.289083
V000138,306000,328105.112552461,22105.1125524609,7.2238929910003,2121.51850438793,0.6508,https://www.congress.gov/img/member/6774617a0b34857ecc9091b5_200.jpg,Eugene Vindman,Virginia,Democratic,0,1,1975,2025-09-18 15:05:36.289083
W000187,3738000,3738000,0,0,0,0,https://www.congress.gov/img/member/w000187_200.jpg,Maxine Waters,California,Democratic,0,1,1938,2025-09-18 15:05:36.289083
W000437,745500,759518.193431956,14018.1934319558,1.88037470582908,1645.4396072618,0.2171,https://www.congress.gov/img/member/w000437_200.jpg,Roger F. Wicker,Mississippi,Republican,1,0,1951,2025-09-18 15:05:36.289083
W000779,21055000,22620696.0920892,1565696.09208917,7.436219862689,48732.5354841687,0.2159,https://www.congress.gov/img/member/w000779_200.jpg,Ron Wyden,Oregon,Democratic,1,0,1949,2025-09-18 15:05:36.289083
W000788,164000,164000,0,0,0,0,https://www.congress.gov/img/member/w000788_200.jpg,Nikema Williams,Georgia,Democratic,0,1,1978,2025-09-18 15:05:36.289083
W000790,1444000,1447148.7406168,3148.74061680376,0.218056829418543,387.254680293845,0.0268,https://www.congress.gov/img/member/w000790_200.jpg,Raphael G. Warnock,Georgia,Democratic,1,0,1969,2025-09-18 15:05:36.289083
W000795,1600000,1600000,0,0,0,0,https://www.congress.gov/img/member/116_rp_sc_2_wilson_joe_200.jpg,Joe Wilson,South Carolina,Republican,0,1,1947,2025-09-18 15:05:36.289083
W000797,523000,539167.035653765,16167.0356537652,3.09121140607365,1661.60887415719,0.3091,https://www.congress.gov/img/member/116_rp_fl_23_wassermanschultz_debbie_200.jpg,Debbie Wasserman Schultz,Florida,Democratic,0,1,1966,2025-09-18 15:05:36.289083
W000798,407500,410168.958742633,2668.95874263259,0.654959200646034,76.6208251476055,0.0187,https://www.congress.gov/img/member/w000798_200.jpg,Tim Walberg,Michigan,Republican,0,1,1951,2025-09-18 15:05:36.289083
W000800,9377000,10009589.3137603,632589.313760307,6.74618016167545,18751.1611505765,0.1877,https://www.congress.gov/img/member/w000800_200.jpg,Peter Welch,Vermont,Democratic,1,0,1947,2025-09-18 15:05:36.289083
W000802,21361500,24080252.2150892,2718752.21508921,12.7273469329832,133333.386267107,0.5568,https://www.congress.gov/img/member/w000802_200.jpg,Sheldon Whitehouse,Rhode Island,Democratic,1,0,1955,2025-09-18 15:05:36.289083
W000804,5490000,5559813.7585249,69813.7585249003,1.271653160745,1242.41697135009,0.0224,https://www.congress.gov/img/member/w000804_200.jpg,Robert J. Wittman,Virginia,Republican,0,1,1959,2025-09-18 15:05:36.289083
W000805,189726000,199892318.208056,10166318.2080565,5.3584212011303,222233.84196949,0.1113,https://www.congress.gov/img/member/w000805_200.jpg,Mark R. Warner,Virginia,Democratic,1,0,1954,2025-09-18 15:05:36.289083
W000806,1246000,1246000,0,0,0,0,https://www.congress.gov/img/member/w000806_200.jpg,Daniel Webster,Florida,Republican,0,1,1949,2025-09-18 15:05:36.289083
W000808,2515000,2515000,0,0,0,0,https://www.congress.gov/img/member/w000808_200.jpg,Frederica S. Wilson,Florida,Democratic,0,1,1942,2025-09-18 15:05:36.289083
W000809,365000,365000,0,0,0,0,https://www.congress.gov/img/member/117_rp_ar_3_womack_steve_200.jpg,Steve Womack,Arkansas,Republican,0,1,1957,2025-09-18 15:05:36.289083
W000812,25063000,26211070.2377804,1148070.23778041,4.58073749264017,56081.471831806,0.2144,https://www.congress.gov/img/member/w000812_200.jpg,Ann Wagner,Missouri,Republican,0,1,1962,2025-09-18 15:05:36.289083
W000814,852500,852500,0,0,0,0,https://www.congress.gov/img/member/w000814_200.jpg,"Randy K. Weber, Sr.",Texas,Republican,0,1,1953,2025-09-18 15:05:36.289083
A000055,10299500,10328745.1743938,29245.1743937638,0.283947515838281,422.418942363933,0.0041,https://www.congress.gov/img/member/a000055_200.jpg,Robert B. Aderholt,Alabama,Republican,0,1,1965,2025-09-18 15:05:36.289083
A000148,3668000,3920326.80955464,252326.809554639,6.87913875557904,11950.0991651295,0.3058,https://www.congress.gov/img/member/67817e391f9ad6ea6fb1ebda_200.jpg,Jake Auchincloss,Massachusetts,Democratic,0,1,1988,2025-09-18 15:05:36.289083
A000369,415500,415500,0,0,0,0,https://www.congress.gov/img/member/a000369_200.jpg,Mark E. Amodei,Nevada,Republican,0,1,1958,2025-09-18 15:05:36.289083
A000370,407500,407500,0,0,0,0,https://www.congress.gov/img/member/a000370_200.jpg,Alma S. Adams,North Carolina,Democratic,0,1,1946,2025-09-18 15:05:36.289083
A000371,218000,218000,0,0,0,0,https://www.congress.gov/img/member/a000371_200.jpg,Pete Aguilar,California,Democratic,0,1,1979,2025-09-18 15:05:36.289083
A000372,22564000,22986565.666434,422565.666434046,1.87274271598141,13352.3016976453,0.0581,https://www.congress.gov/img/member/a000372_200.jpg,Rick W. Allen,Georgia,Republican,0,1,1951,2025-09-18 15:05:36.289083
A000375,833000,833000,0,0,0,0,https://www.congress.gov/img/member/115_rp_tx_19_arrington_jodey_200.jpg,Jodey C. Arrington,Texas,Republican,0,1,1972,2025-09-18 15:05:36.289083
A000376,2081000,2111884.16570701,30884.1657070126,1.48410214834275,280.409502622671,0.0133,https://www.congress.gov/img/member/a000376_200.jpg,Colin Z. Allred,Texas,Democratic,0,0,1983,2025-09-18 15:05:36.289083
A000377,15301500,15301500,0,0,0,0,https://www.congress.gov/img/member/a000377_200.jpg,Kelly Armstrong,North Dakota,Republican,0,0,1976,2025-09-18 15:05:36.289083
A000379,418000,451227.567659823,33227.5676598232,7.94917886598642,-141.724048386794,-0.0314,https://www.congress.gov/img/member/a000379_200.jpg,Mark Alford,Missouri,Republican,0,1,1963,2025-09-18 15:05:36.289083
A000380,72000,74025.6343931302,2025.63439313018,2.8133811015697,130.379040899483,0.1764,https://www.congress.gov/img/member/669ace45fa2fb0d731226768_200.jpg,Gabe Amo,Rhode Island,Democratic,0,1,1987,2025-09-18 15:05:36.289083
A000381,4389000,4389000,0,0,0,0,https://www.congress.gov/img/member/67741fc30b34857ecc90902e_200.jpg,Yassamin Ansari,Arizona,Democratic,0,1,1992,2025-09-18 15:05:36.289083
A000382,558000,558000,0,0,0,0,,Angela Alsobrooks,Maryland,Democratic,1,0,1971,2025-09-18 15:05:36.289083
B000490,198500,198500,0,0,0,0,https://www.congress.gov/img/member/b000490_200.jpg,"Sanford D. Bishop, Jr.",Georgia,Democratic,0,1,1947,2025-09-18 15:05:36.289083
B000574,12982000,13463196.3049331,481196.304933134,3.70664231191754,5838.72317973524,0.0434,https://www.congress.gov/img/member/b000574_200.jpg,Earl Blumenauer,Oregon,Democratic,0,0,1948,2025-09-18 15:05:36.289083
B000668,6725500,6946116.20500161,220616.205001613,3.2802944762711,1965.30496709328,0.0283,https://www.congress.gov/img/member/b000668_200.jpg,Cliff Bentz,Oregon,Republican,0,1,1952,2025-09-18 15:05:36.289083
B000740,1534500,1650093.90433443,115593.904334427,7.5330012599822,8996.42116972688,0.5482,https://www.congress.gov/img/member/b000740_200.jpg,Stephanie I. Bice,Oklahoma,Republican,0,1,1973,2025-09-18 15:05:36.289083
B000825,83000,82852.2539282328,-147.746071767207,-0.178007315382178,-128.644841427711,-0.155,https://www.congress.gov/img/member/b000825_200.jpg,Lauren Boebert,Colorado,Republican,0,1,1986,2025-09-18 15:05:36.289083
B000944,822000,822000,0,0,0,0,https://www.congress.gov/img/member/b000944_200.jpg,Sherrod Brown,Ohio,Democratic,0,0,1952,2025-09-18 15:05:36.289083
B001223,140000,140000,0,0,0,0,https://www.congress.gov/img/member/b001223_200.jpg,Jamaal Bowman,New York,Democratic,0,0,1976,2025-09-18 15:05:36.289083
B001230,933000,933000,0,0,0,0,https://www.congress.gov/img/member/b001230_200.jpg,Tammy Baldwin,Wisconsin,Democratic,1,0,1962,2025-09-18 15:05:36.289083
B001236,3262500,3450103.45240544,187603.452405435,5.75029739173749,-1142.14803994447,-0.0331,https://www.congress.gov/img/member/b001236_200.jpg,John Boozman,Arkansas,Republican,1,0,1950,2025-09-18 15:05:36.289083
B001243,1136500,1136500,0,0,0,0,https://www.congress.gov/img/member/b001243_200.jpg,Marsha Blackburn,Tennessee,Republican,1,0,1952,2025-09-18 15:05:36.289083
B001248,4756000,4788732.02284598,32732.0228459807,0.688225879856617,-7425.93454072904,-0.1548,https://www.congress.gov/img/member/b001248_200.jpg,Michael C. Burgess,Texas,Republican,0,0,1950,2025-09-18 15:05:36.289083
B001260,261026500,261544130.082926,517630.082926422,0.198305567797301,21970.0754154325,0.0084,https://www.congress.gov/img/member/b001260_200.jpg,Vern Buchanan,Florida,Republican,0,1,1951,2025-09-18 15:05:36.289083
B001261,10274000,10274000,0,0,0,0,https://www.congress.gov/img/member/b001261_200.jpg,John Barrasso,Wyoming,Republican,1,0,1952,2025-09-18 15:05:36.289083
B001267,17493500,17901033.0826679,407533.082667854,2.32962576195646,11211.7446868531,0.0627,https://www.congress.gov/img/member/b001267_200.jpg,Michael F. Bennet,Colorado,Democratic,1,0,1964,2025-09-18 15:05:36.289083
B001275,2127001,2332552.91304825,205551.91304825,9.66393118988896,3501.21118549025,0.1503,https://www.congress.gov/img/member/115_rp_in_8_bucshon_larry_200.jpg,Larry Bucshon,Indiana,Republican,0,0,1962,2025-09-18 15:05:36.289083
B001278,10281000,10326233.301197,45233.3011969868,0.439969858933828,1057.30284898728,0.0102,https://www.congress.gov/img/member/b001278_200.jpg,Suzanne Bonamici,Oregon,Democratic,0,1,1954,2025-09-18 15:05:36.289083
B001281,4071000,4134734.95625675,63734.9562567491,1.56558477663348,1286.48501757905,0.0311,https://www.congress.gov/img/member/b001281_200.jpg,Joyce Beatty,Ohio,Democratic,0,1,1950,2025-09-18 15:05:36.289083
B001282,1845500,1897961.0567064,52461.0567064025,2.84264734253061,3054.62025325256,0.1612,https://www.congress.gov/img/member/b001282_200.jpg,Andy Barr,Kentucky,Republican,0,1,1973,2025-09-18 15:05:36.289083
B001285,2951500,2978981.85591238,27481.8559123771,0.931114887764768,203.366439817008,0.0068,https://www.congress.gov/img/member/b001285_200.jpg,Julia Brownley,California,Democratic,0,1,1952,2025-09-18 15:05:36.289083
B001287,13641001,13666905.8617126,25904.8617126495,0.18990440446892,-1370.05613405071,-0.01,https://www.congress.gov/img/member/b001287_200.jpg,Ami Bera,California,Democratic,0,1,1965,2025-09-18 15:05:36.289083
B001288,1105500,1117037.74861786,11537.7486178642,1.04366789849518,371.823005684186,0.0333,https://www.congress.gov/img/member/b001288_200.jpg,Cory A. Booker,New Jersey,Democratic,1,0,1969,2025-09-18 15:05:36.289083
B001291,3553501,3605761.09627404,52260.0962740378,1.47066502229879,-233.842945652083,-0.0065,https://www.congress.gov/img/member/b001291_200.jpg,Brian Babin,Texas,Republican,0,1,1948,2025-09-18 15:05:36.289083
B001292,106773500,106876012.818174,102512.818174124,0.0960096074158136,2746.76580111682,0.0026,https://www.congress.gov/img/member/b001292_200.jpg,"Donald S. Beyer, Jr.",Virginia,Democratic,0,1,1950,2025-09-18 15:05:36.289083
B001295,482000,483487.909314595,1487.90931459476,0.30869487854663,15.8529705857509,0.0033,https://www.congress.gov/img/member/b001295_200.jpg,Mike Bost,Illinois,Republican,0,1,1960,2025-09-18 15:05:36.289083
B001296,1332500,1332500,0,0,0,0,https://www.congress.gov/img/member/115_rp_pa_13_boyle_brendan_200.jpg,Brendan F. Boyle,Pennsylvania,Democratic,0,1,1977,2025-09-18 15:05:36.289083
B001298,1706000,1706000,0,0,0,0,https://www.congress.gov/img/member/115_rp_ne_2_bacon_don_200.jpg,Don Bacon,Nebraska,Republican,0,1,1963,2025-09-18 15:05:36.289083
B001299,3395000,3400563.27626363,5563.27626363048,0.163866752978807,47.5271898205392,0.0014,https://www.congress.gov/img/member/b001299_200.jpg,Jim Banks,Indiana,Republican,1,0,1979,2025-09-18 15:05:36.289083
B001300,3492000,3505882.92152312,13882.9215231175,0.3975636175005,1360.61691274727,0.0388,https://www.congress.gov/img/member/b001300_200.jpg,Nanette Diaz Barragán,California,Democratic,0,1,1976,2025-09-18 15:05:36.289083
B001301,1014000,1014000,0,0,0,0,https://www.congress.gov/img/member/b001301_200.jpg,Jack Bergman,Michigan,Republican,0,1,1947,2025-09-18 15:05:36.289083
B001302,6065000,6065000,0,0,0,0,https://www.congress.gov/img/member/b001302_200.jpg,Andy Biggs,Arizona,Republican,0,1,1958,2025-09-18 15:05:36.289083
B001303,10954500,12032319.4934445,1077819.49344455,9.83905694869276,5772.64070174843,0.048,https://www.congress.gov/img/member/b001303_200.jpg,Lisa Blunt Rochester,Delaware,Democratic,1,0,1962,2025-09-18 15:05:36.289083
B001305,6132000,6194696.79705254,62696.7970525417,1.02245265904341,2488.77418399137,0.0402,https://www.congress.gov/img/member/b001305_200.jpg,Ted Budd,North Carolina,Republican,1,0,1971,2025-09-18 15:05:36.289083
B001306,382500,382500,0,0,0,0,https://www.congress.gov/img/member/116_rp_oh_12_balderson_troy_200.jpg,Troy Balderson,Ohio,Republican,0,1,1962,2025-09-18 15:05:36.289083
B001307,30925000,30925000,0,0,0,0,https://www.congress.gov/img/member/b001307_200.jpg,James R. Baird,Indiana,Republican,0,1,1945,2025-09-18 15:05:36.289083
B001309,40500,41560.0843531771,1060.08435317707,2.61749223006685,30.1458895111718,0.0726,https://www.congress.gov/img/member/b001309_200.jpg,Tim Burchett,Tennessee,Republican,0,1,1964,2025-09-18 15:05:36.289083
B001310,19961500,20187522.6883492,226022.688349169,1.13229310597485,17560.3462908678,0.0871,https://www.congress.gov/img/member/b001310_200.jpg,Mike Braun,Indiana,Republican,0,0,1954,2025-09-18 15:05:36.289083
B001311,7923000,7929967.17871369,6967.17871369142,0.0879361190671642,818.936497251503,0.0103,https://www.congress.gov/img/member/b001311_200.jpg,Dan Bishop,North Carolina,Republican,0,0,1964,2025-09-18 15:05:36.289083
B001313,32000,32000,0,0,0,0,https://www.congress.gov/img/member/b001313_200.jpg,Shontel M. Brown,Ohio,Democratic,0,1,1975,2025-09-18 15:05:36.289083
B001314,2103000,2060079.53331646,-42920.4666835379,-2.04091615233181,3367.94270838215,0.1638,https://www.congress.gov/img/member/b001314_200.jpg,Aaron Bean,Florida,Republican,0,1,1967,2025-09-18 15:05:36.289083
B001315,952000,952000,0,0,0,0,https://www.congress.gov/img/member/b001315_200.jpg,Nikki Budzinski,Illinois,Democratic,0,1,1977,2025-09-18 15:05:36.289083
B001316,971500,1031059.67938744,59559.6793874406,6.1306926801277,2391.46166489052,0.2325,https://www.congress.gov/img/member/b001316_200.jpg,Eric Burlison,Missouri,Republican,0,1,1976,2025-09-18 15:05:36.289083
B001317,207500,207500,0,0,0,0,https://www.congress.gov/img/member/b001317_200.jpg,Josh Brecheen,Oklahoma,Republican,0,1,1979,2025-09-18 15:05:36.289083
B001318,1613000,1640038.98126856,27038.9812685624,1.67631625967529,1732.04847560241,0.1057,https://www.congress.gov/img/member/b001318_200.jpg,Becca Balint,Vermont,Democratic,0,1,1968,2025-09-18 15:05:36.289083
B001319,6554000,6520243.75388061,-33756.2461193949,-0.515048003042339,-18334.9653995251,-0.2804,https://www.congress.gov/img/member/b001319_200.jpg,Katie Boyd Britt,Alabama,Republican,1,0,1982,2025-09-18 15:05:36.289083
B001320,4146500,4200689.9689852,54189.9689852027,1.30688457699753,2168.00564159267,0.0516,https://www.congress.gov/img/member/b001320_200.jpg,Laphonza R. Butler,California,Democratic,0,0,1979,2025-09-18 15:05:36.289083
B001321,414000,422757.360613811,8757.36061381071,2.11530449608954,865.999269272725,0.2053,https://www.congress.gov/img/member/6774207d0b34857ecc909034_200.jpg,Tom Barrett,Michigan,Republican,0,1,1981,2025-09-18 15:05:36.289083
B001322,1448000,1448000,0,0,0,0,https://www.congress.gov/img/member/6774212e0b34857ecc90903a_200.jpg,Michael Baumgartner,Washington,Republican,0,1,1975,2025-09-18 15:05:36.289083
B001323,21329500,21333462.6874094,3962.68740937486,0.0185784355440815,-231.461685523391,-0.0011,https://www.congress.gov/img/member/6774217e0b34857ecc909040_200.jpg,Nicholas Begich,Alaska,Republican,0,1,1977,2025-09-18 15:05:36.289083
B001325,9440500,9527051.90171926,86551.901719261,0.91681480556391,-961.131723329425,-0.0101,https://www.congress.gov/img/member/677422990b34857ecc909052_200.jpg,Sheri Biggs,South Carolina,Republican,0,1,1970,2025-09-18 15:05:36.289083
B001326,16031000,16083063.9473415,52063.9473414607,0.324770428179532,1601.34506306052,0.01,https://www.congress.gov/img/member/677423150b34857ecc909059_200.jpg,Janelle Bynum,Oregon,Democratic,0,1,1975,2025-09-18 15:05:36.289083
B001327,35751501,36674200.8353084,922699.835308425,2.58087019985098,36429.897225827,0.0994,https://www.congress.gov/img/member/6774236f0b34857ecc90905f_200.jpg,Robert Bresnahan,Pennsylvania,Republican,0,1,1990,2025-09-18 15:05:36.289083
C000059,22850000,22850000,0,0,0,0,https://www.congress.gov/img/member/c000059_200.jpg,Ken Calvert,California,Republican,0,1,1953,2025-09-18 15:05:36.289083
C000127,3337000,3337000,0,0,0,0,https://www.congress.gov/img/member/c000127_200.jpg,Maria Cantwell,Washington,Democratic,1,0,1958,2025-09-18 15:05:36.289083
C000141,2834000,2999811.52605824,165811.526058236,5.85079485032589,1092.21920895576,0.0364,https://www.congress.gov/img/member/c000141_200.jpg,Benjamin L. Cardin,Maryland,Democratic,0,0,1943,2025-09-18 15:05:36.289083
C000174,9431500,10121867.8158525,690367.815852515,7.31980931826873,-1147.2836037837,-0.0113,https://www.congress.gov/img/member/c000174_200.jpg,Thomas R. Carper,Delaware,Democratic,0,0,1947,2025-09-18 15:05:36.289083
C000537,273500,285604.190375619,12104.1903756188,4.42566375708183,1644.1488434028,0.579,https://www.congress.gov/img/member/c000537_200.jpg,James E. Clyburn,South Carolina,Democratic,0,1,1940,2025-09-18 15:05:36.289083
C000880,3873500,3873500,0,0,0,0,https://www.congress.gov/img/member/c000880_200.jpg,Mike Crapo,Idaho,Republican,1,0,1951,2025-09-18 15:05:36.289083
C001035,6257000,6614995.31963976,357995.319639758,5.72151701517913,11352.1284932783,0.1719,https://www.congress.gov/img/member/c001035_200.jpg,Susan M. Collins,Maine,Republican,1,0,1952,2025-09-18 15:05:36.289083
C001039,576500,593218.143884889,16718.1438848885,2.89993822808127,978.510975465528,0.1652,https://www.congress.gov/img/member/c001039_200.jpg,Kat Cammack,Florida,Republican,0,1,1988,2025-09-18 15:05:36.289083
C001047,4425000,4668653.77999804,243653.779998036,5.50630011294997,4431.95372313634,0.095,https://www.congress.gov/img/member/c001047_200.jpg,Shelley Moore Capito,West Virginia,Republican,1,0,1953,2025-09-18 15:05:36.289083
C001051,3450000,3450000,0,0,0,0,https://www.congress.gov/img/member/c001051_200.jpg,John R. Carter,Texas,Republican,0,1,1941,2025-09-18 15:05:36.289083
C001053,8296000,8380421.33441909,84421.3344190922,1.01761492790613,1539.98832029197,0.0184,https://www.congress.gov/img/member/c001053_200.jpg,Tom Cole,Oklahoma,Republican,0,1,1949,2025-09-18 15:05:36.289083
C001054,11930500,11930500,0,0,0,0,https://www.congress.gov/img/member/c001054_200.jpg,Jerry L. Carl,Alabama,Republican,0,0,1958,2025-09-18 15:05:36.289083
C001055,5482000,5487327.53681653,5327.53681653459,0.0971823571057021,-19701.2912088456,-0.3577,https://www.congress.gov/img/member/c001055_200.jpg,Ed Case,Hawaii,Democratic,0,1,1952,2025-09-18 15:05:36.289083
C001056,1499000,1499000,0,0,0,0,https://www.congress.gov/img/member/c001056_200.jpg,John Cornyn,Texas,Republican,1,0,1952,2025-09-18 15:05:36.289083
C001059,4445500,4445500,0,0,0,0,https://www.congress.gov/img/member/116_rp_ca_16_costa_jim_200.jpg,Jim Costa,California,Democratic,0,1,1952,2025-09-18 15:05:36.289083
C001061,688500,688500,0,0,0,0,https://www.congress.gov/img/member/116_rp_mo_5_cleaver_emanuel_200.jpg,Emanuel Cleaver,Missouri,Democratic,0,1,1944,2025-09-18 15:05:36.289083
C001063,1230500,1230500,0,0,0,0,https://www.congress.gov/img/member/116_rp_tx_28_cuellar_henry_200.jpg,Henry Cuellar,Texas,Democratic,0,1,1955,2025-09-18 15:05:36.289083
C001066,14928500,15184645.5044924,256145.504492385,1.71581541676917,11647.0913525857,0.0768,https://www.congress.gov/img/member/c001066_200.jpg,Kathy Castor,Florida,Democratic,0,1,1966,2025-09-18 15:05:36.289083
C001067,207500,207500,0,0,0,0,https://www.congress.gov/img/member/674dfc6b5c48ff736e6e1762_200.jpg,Yvette D. Clarke,New York,Democratic,0,1,1964,2025-09-18 15:05:36.289083
C001068,8710500,9085160.27792965,374660.277929651,4.30124881384135,4330.00103329122,0.0477,https://www.congress.gov/img/member/c001068_200.jpg,Steve Cohen,Tennessee,Democratic,0,1,1949,2025-09-18 15:05:36.289083
C001069,1888000,2010617.12685227,122617.12685227,6.49455121039564,2027.79777153977,0.101,https://www.congress.gov/img/member/c001069_200.jpg,Joe Courtney,Connecticut,Democratic,0,1,1953,2025-09-18 15:05:36.289083
C001070,462500,462500,0,0,0,0,https://www.congress.gov/img/member/c001070_200.jpg,Robert P. Casey Jr.,Pennsylvania,Democratic,0,0,1960,2025-09-18 15:05:36.289083
C001072,32500,32500,0,0,0,0,https://www.congress.gov/img/member/c001072_200.jpg,André Carson,Indiana,Democratic,0,1,1974,2025-09-18 15:05:36.289083
C001075,431500,431500,0,0,0,0,https://www.congress.gov/img/member/c001075_200.jpg,Bill Cassidy,Louisiana,Republican,1,0,1957,2025-09-18 15:05:36.289083
C001078,3962500,4029215.53306542,66715.5330654243,1.68367275874888,1530.34669418447,0.038,https://www.congress.gov/img/member/c001078_200.jpg,Gerald E. Connolly,Virginia,Democratic,0,1,1950,2025-09-18 15:05:36.289083
C001080,13458000,14562940.5642576,1104940.56425758,8.21028803876935,13144.988001978,0.0903,https://www.congress.gov/img/member/c001080_200.jpg,Judy Chu,California,Democratic,0,1,1953,2025-09-18 15:05:36.289083
C001088,16324000,16337192.808622,13192.8086220063,0.0808184796741382,-79.810019493103,-0.0005,https://www.congress.gov/img/member/c001088_200.jpg,Christopher A. Coons,Delaware,Democratic,1,0,1963,2025-09-18 15:05:36.289083
C001090,8981500,9194802.69365057,213302.693650566,2.37491169237395,2202.25034664571,0.024,https://www.congress.gov/img/member/117_rp_pa_8_cartwright_matt_200.jpg,Matt Cartwright,Pennsylvania,Democratic,0,0,1961,2025-09-18 15:05:36.289083
C001095,651500,669786.039612861,18286.0396128607,2.80675972568851,1191.38225511659,0.1782,https://www.congress.gov/img/member/c001095_200.jpg,Tom Cotton,Arkansas,Republican,1,0,1977,2025-09-18 15:05:36.289083
C001096,896000,896000,0,0,0,0,https://www.congress.gov/img/member/c001096_200.jpg,Kevin Cramer,North Dakota,Republican,1,0,1961,2025-09-18 15:05:36.289083
C001097,212500,212500,0,0,0,0,https://www.congress.gov/img/member/c001097_200.jpg,Tony Cárdenas,California,Democratic,0,0,1963,2025-09-18 15:05:36.289083
C001098,9341000,10561477.9270213,1220477.92702133,13.0658165830353,30936.6771429311,0.2938,https://www.congress.gov/img/member/c001098_200.jpg,Ted Cruz,Texas,Republican,1,0,1970,2025-09-18 15:05:36.289083
C001101,13907500,14602043.2096719,694543.209671926,4.99401912401169,7436.88303482533,0.051,https://www.congress.gov/img/member/c001101_200.jpg,Katherine M. Clark,Massachusetts,Democratic,0,1,1963,2025-09-18 15:05:36.289083
